name,address,lat,lon,naics,owner_last,owner_firs,owner_midd
PNS MARKET,407 Furrow St Baltimore MD 21223,39.282682999999999,-76.651703999999995,"445110",LOISEAU,DEBRA,NULL
TEAHOUSE,2107 W Mulberry St Baltimore MD 21223,39.292639000000001,-76.650927999999993,"999990",KLEIS,SEAN,NULL
2000 MARKET INC,173 Goldsmith St Baltimore MD 21223,39.285294000000000,-76.647411000000005,"445110",JOHNSON,TOMMY,JOHN
KB'S CHILDCARE CENTER,2532 W Pratt St Baltimore MD 21223,39.284863000000001,-76.656628999999995,"624410",CHRISTIE,RICHARD,NULL
THE BECOTE GROUP LLC,2918 Edmondson Ave Baltimore MD 21223,39.294612000000001,-76.665330999999995,"999990",CROFT,SARAH,BRANDY
"VC LEARNING ARC, INC.",424 Allendale St Baltimore MD 21229,39.291960000000003,-76.678504000000004,"611699",KABAT,PABLO,SCOTT
MELALEUCA,2669 St Benedict St Baltimore MD 21223,39.278815000000002,-76.657971000000003,"452990",STEINKAMP,DANIELLE,NULL
FRANKLIN SQUARE SCHOOL APTS,242 N Mount St Baltimore MD 21223,39.291249999999998,-76.644158000000004,"531110",CAMERER,JULENE,NULL
PULASKI DEVELOPMENT LLC,1849 Frederick Ave Baltimore MD 21223,39.286825999999998,-76.646260999999996,"531210",SUBRAMANIAN,MARGARET,ELAINA
JOHN DONALD CATERING SERVICE,75 Benkert Ave Baltimore MD 21229,39.285684000000003,-76.673713000000006,"541990",LANE,JENNIFER,DAWNA
QUICK RESPONSE AUTO REPAIR,3170 Stafford St Baltimore MD 21229,39.279780000000002,-76.669430000000006,"811412",VANLEER,MARYANN,JUDY
STRAIGHT EDGE TATTOO SHOP,480 Wellesley St Baltimore MD 21229,39.279451000000002,-76.668380999999997,"812199",SHOUPE,RICHARD,KARL
CHAMBERS,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"541410",HERNANDEZ,DIANE,JOSEPHINE
THE WILLIAM C O'BRIEN COMPANY INC,3008 Wilkens Ave Baltimore MD 21223 USA,39.276085999999999,-76.665654000000004,"423610",CULLEN,POLLY,CARMELITA
THE ENVIRONMENT MARYLAND DEPARTMENT OF,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"924110",IRVIN,DANIAL,NULL
UMBC CHOICE PROGRAM,3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"611310",MINTER,ANTHONY,NULL
FAITH CHRISTIAN WORSHIP CHAPEL,734 N Pulaski St Baltimore MD 21217,39.296995000000003,-76.650953000000001,"813110",PETERSEN,KATHLEEN,HELEN
CONTI ENVIRONMENTAL,728 N Grantley St Baltimore MD 21229,39.296095000000001,-76.676989000000006,"541620",THOMAS,JOHN,NULL
HIGHER GROUND TRANSPORTAT,166 N Bentalou St Baltimore MD 21223,39.290142000000003,-76.653126999999998,"488999",HIGLEY,EMMITT,MELVIN
ANDREA BATTLE,3581 St Joseph St Baltimore MD 21229,39.286380000000001,-76.677932999999996,"812112",SYERS,HARRY,NULL
"H LEWIS COX INTERNATIONAL MANAGEMENT GROUP, INC.",523 Allendale St Baltimore MD 21229,39.292898000000001,-76.678065000000004,"813410",RIMA,CARMEN,SHARRON
NIKKI DAY CARE,718 Whitmore Ave Baltimore MD 21216,39.295707000000000,-76.658182999999994,"624410",BUXBAUM,JOHNNIE,NULL
GLAMOUR AND ELEGANCE EVENT PLANNING,850 Whitmore Ave Baltimore MD 21216 USA,39.297573999999997,-76.658287999999999,"999990",ROGERS,ROBERT,NULL
JULIA'S PLACE,678 Linnard St Baltimore MD 21229,39.294995999999998,-76.676665000000000,"624120",DEAN,WALTRAUD,NULL
FULL FORCE ENTERTAINMENT,234 N Payson St Baltimore MD 21223,39.291424999999997,-76.649068000000000,"711510",BREAUX,DIAN,MARIE
"ANDERSON, R A WOOD PRODUCTS INC",289 N Franklintown Rd Baltimore MD 21223,39.290756999999999,-76.660432999999998,"337211",HILDENBRAND,MARK,JOSEPH
YOUNG ENTERPRISES,810 Mt Holly St Baltimore MD 21229,39.296821000000001,-76.680149999999998,"561499",WILSON,KYLE,THOMAS
JACQUELINE TAYLOR,514 Mt Holly St Baltimore MD 21229,39.292796000000003,-76.679803000000007,"711510",HINOJOSA,JESSIE,RICHARD
ST EDWARD'S HEAD START,2855 W Lafayette Ave Baltimore MD 21216,39.297944999999999,-76.664089000000004,"624410",MCCURRY,HORACE,MARK
ECONOMY MART,7 S Gilmor St Baltimore MD 21223,39.287880000000001,-76.641998000000001,"445120",FORT,JOHN,AARON
DO IT ALL CLEANING,1018 N Rosedale St Baltimore MD 21216,39.299518999999997,-76.668154999999999,"561790",JORDAN,GUY,NULL
AIR FILTERS INC,445 S Longwood St Baltimore MD 21223,39.279595999999998,-76.666138000000004,"333413",FALLIN,ELAINE,JEANIE
JIM'S FOOD MARKET,2134 Ramsay St Baltimore MD 21223,39.283118999999999,-76.650270000000006,"445110",VITALE,KATHARINE,GENEVIEVE
DOROTHY'S CLEANING SERVICE,3742 Woodridge Rd Baltimore MD 21229,39.297398000000001,-76.679152999999999,"561720",SARRACINO,WILLIAM,MICHAEL
"MELLON MONETARY FUND, INC.",218 S Smallwood St Baltimore MD 21223,39.284776999999998,-76.651476000000002,"999990",ALE,SHERWOOD,NULL
O W B INC,2489 Christian St Baltimore MD 21223,39.279580000000003,-76.654728000000006,"999990",DUBOIS,NICHOLAS,IRWIN
BALTIMORE CITY CENTERS & PLAYGROUNDS,3613 W Mulberry St Baltimore MD 21229,39.291595000000001,-76.677480000000003,"713940",ROBINSON,MICHAEL,NULL
MUGHAL MANAGEMENT L.L.C,507 S Bentalou St Baltimore MD 21223,39.281294000000003,-76.652253000000002,"561110",SMITH,BETTY,NULL
FIDELITY CLEANING SOLUTIONS,2166 W Fairmount Ave Baltimore MD 21223,39.288805000000004,-76.651066999999998,"561720",VANDIVER,GORDON,NULL
BRENDA ZIEGLER,2312 Ashton St Baltimore MD 21223,39.281520999999998,-76.652730000000005,"722410",WANG,ROSE,NULL
INTENSE MOTOR SPORTS,2671 Frederick Ave Baltimore MD 21223,39.280881999999998,-76.659147000000004,"811118",BAUMAN,MARCY,MARGUERITE
GOLDEN AGE CLUB AT PRIMROSE,820 S Caton Ave Baltimore MD 21229 USA,39.274419000000002,-76.672038999999998,"713940",MAYES,DULCIE,NULL
"DEPENDABLE WELDING, INC",266 S Ellamont St Baltimore MD 21229,39.282172000000003,-76.670632999999995,"541618",RICHARDS,WILLIAM,NULL
STARS OF TOMORROW CHILDCARE CENTER INC,2766 W Franklin St Baltimore MD 21223,39.293444999999998,-76.662070000000000,"624410",ROCK,EMIL,DARWIN
"2533 GARRETT AVE, LLC",816 N Bentalou St Baltimore MD 21216 USA,39.297953000000000,-76.653667999999996,"561990",BOONE,JAMES,NULL
"JLN CONSTRUCTION SERVICES, L.L.C.",330 N Warwick Ave Baltimore MD 21223 USA,39.292532000000001,-76.656952000000004,"236220",DOBIAS,DELORIS,ELIZABETH
BAYNES QUALITY CUSTOM FURN CO,104 Mc Phail St Baltimore MD 21223 USA,39.286423999999997,-76.653041000000002,"337110",HARRISON,RONALD,NULL
PAUL A BETTER,705 Wheeler Ave Baltimore MD 21216,39.295749000000001,-76.654680999999997,"999990",POWERS,CHRISTINE,ROMELIA
"ZION HILL MISSIONARY BAPTIST CHURCH, INC.",1611 W Lafayette Ave Baltimore MD 21217,39.298651999999997,-76.643266999999994,"813110",MARTINEZ,ANNIE,NULL
MARY M WASHINGTON,2730 W Lanvale St Baltimore MD 21216,39.297412000000001,-76.661940999999999,"999990",HEFNER,CHARLES,NULL
MAXIMUM CONSTRUCTION LLC,3102 Lohrs Ln Baltimore MD 21229,39.285040000000002,-76.668730999999994,"236115",AGUINALDO,KENNETH,NULL
GBG ASSOC,751 N Grantley St Baltimore MD 21229 USA,39.296419000000000,-76.676083000000006,"541611",RADERMACHER,ROSIE,NULL
"ACADEMY SCASFOLDING & STONE, LLC",101 N Warwick Ave Baltimore MD 21223 USA,39.289470000000001,-76.655373999999995,"238140",MARTINEZ,ANN,BRENDA
A LITTERI,2720 Wilmarco Ave Baltimore MD 21223,39.274194999999999,-76.658921000000007,"452990",LISTER,CHARLES,RICO
KIDZ PRAZE,2653 W Lafayette Ave Baltimore MD 21216,39.298009000000000,-76.660916000000000,"624410",MONTICELLO,ROBERT,ANDREW
BLACK JACKS PIZZA N RIBS,1906 Ramsay St Baltimore MD 21223,39.283315000000002,-76.646935999999997,"722513",KNOWLES,EUGENE,NULL
CJD CONSTRUCTION AND HOME IMPROVEMENT,2022 W Fayette St Baltimore MD 21223,39.289566000000001,-76.649054000000007,"236115",DELUNA,CHRISTOPHER,NULL
OPEN DOORS INC,2700-2798 Rayner Ave Baltimore MD 21216,39.296608999999997,-76.662392999999994,"999990",ARRINGTON,CHERYL,CHRISTINA
LADY LUCKEY ERRAND SERVICE,52 N Monroe St Baltimore MD 21223,39.289079000000001,-76.647148999999999,"541990",ODGERS,JOSE,NULL
LAWS CONSTRUCTION COMPANY,638 N Fulton Ave Baltimore MD 21217,39.295665000000000,-76.645857000000007,"236115",BONDS,ESTELLA,NULL
B J'S CARRYOUT,2301 Wilkens Ave Baltimore MD 21223,39.279949999999999,-76.651944000000000,"722513",WILKS,MARK,EMMETT
MARIO'S DRY WALLING,2531 W Baltimore St Baltimore MD 21223,39.287547000000004,-76.657163999999995,"238310",COLVIN,PHILLIP,NULL
WALLS AUTO & TRUCK HAULING,455 S Mount St Baltimore MD 21223,39.282589999999999,-76.643248999999997,"484110",REED,JACKIE,NULL
"MYSTIC MANAGEMENT, INC.",422 Parksley Ave Baltimore MD 21223,39.279674000000000,-76.665734000000000,"561110",VARGAS,ILANA,ROBERTA
IRVINGTON FLORISTS INC,3572 Frederick Ave Baltimore MD 21229,39.281835999999998,-76.676063999999997,"453110",LLOYD,SUSAN,DOROTHY
TOMMY MEEKS MECHANIC SHOP,2230 Eagle St Baltimore MD 21223 USA,39.279893000000001,-76.651197999999994,"453998",WERNER,GARY,NULL
GANN SAFETY SUPPLY,2671 Frederick Ave Baltimore MD 21223,39.280881999999998,-76.659147000000004,"423990",GRAVES,BEE,NULL
H MITCHNER APTS,2735 Mosher St Baltimore MD 21216 USA,39.299064999999999,-76.662700000000001,"531110",MCCARN,JOSEPH,TIMOTHY
QUALITY LOGISTICS LLC,3253 Phelps Ln Baltimore MD 21229,39.286712000000001,-76.671615000000003,"488999",CRAWFORD,JANEEN,NULL
TAYLOR MADE PRODUCTIONS,514 Mt Holly St Baltimore MD 21229,39.292796000000003,-76.679803000000007,"512120",POWERS,CINDY,ALINE
MA PATS GOODIES,3537 Gelston Dr Baltimore MD 21229,39.297590000000000,-76.675714999999997,"999990",GREGORY,MARIA,NULL
B & M APPLIANCES INC,154 Harmison St Baltimore MD 21223,39.285282000000002,-76.649321999999998,"811412",SIMPSON,ANNIS,NULL
POPLAR BARBER SHOP,811 N Franklintown Rd Baltimore MD 21216,39.296031999999997,-76.665210000000002,"812111",LARSON,RICHARD,RAY
"CARROLL AWNING CO., INC.",445 S Longwood St Baltimore MD 21223,39.279595999999998,-76.666138000000004,"314910",MCMICHAEL,SARAH,LORI
EMPOWERING LIVES,1738 Harlem Ave Baltimore MD 21217,39.296643000000003,-76.644767999999999,"561210",GOMEZ,EDGAR,NULL
BEE RENTALS LLC,2858 Rayner Ave Baltimore MD 21216,39.296663000000002,-76.664091999999997,"532490",JACOBS,MICHAEL,THOMAS
"DUNMORE, SHANELL INDV/T/A",816 N Bentalou St Baltimore MD 21216 USA,39.297953000000000,-76.653667999999996,"561990",GALLEGOS,ALBERTA,NULL
BORN AGAIN HAIR,207 N Smallwood St Baltimore MD 21223,39.290573000000002,-76.651469000000006,"812112",METHVIN,TERESA,NULL
FAMILY AFFAIR,973 Allendale St Baltimore MD 21229,39.298524000000000,-76.678425000000004,"311811",ORR,FRANK,NULL
LEGEND MOTOR CARS INC,2901 Benson Ave Baltimore MD 21223 USA,39.274926999999998,-76.663758000000001,"441228",BENDER,DAVID,RONALD
AVALON LOGISTICS FLORIDA INC,477 S Pulaski St Baltimore MD 21223,39.281457000000003,-76.649130999999997,"488999",JOHNSON,DORIS,LUCILLE
MELVIN'S FOOD MARKET,2209 W Baltimore St Baltimore MD 21223,39.287798000000002,-76.651674000000000,"445110",SCOTT,GERALD,NULL
"A&T CONSULTING VENTURES, LLC",2118 Penrose Ave Baltimore MD 21223,39.291317999999997,-76.650486999999998,"541618",KREUTER,RUBEN,JEREMY
PUBLIC WORKS,363 N Franklintown Rd Baltimore MD 21223,39.292282000000000,-76.661285000000007,"221320",SAMPLE,STEVE,CLIFFORD
THE POWER OF CHRIST MINISTRIES,2524 Frederick Ave Baltimore MD 21223,39.283306000000003,-76.656346999999997,"813110",ANDERSON,JESSICA,NULL
LEE,2815 W Lafayette Ave Baltimore MD 21216,39.297888999999998,-76.663171000000006,"445110",WARREN,JASON,NULL
SANTOWN LAUNDRY,838 N Fulton Ave Baltimore MD 21217 USA,39.298672000000003,-76.646019999999993,"812310",HOLCOMBE,MICHELLE,NULL
BENTALOU ELEMENTARY SCHOOL,221 N Bentalou St Baltimore MD 21223,39.290923999999997,-76.652833999999999,"611110",CARTER,CHARISSE,RACHEL
RAYS TAX PREPARATION,3412 W Caton Ave Baltimore MD 21229,39.286447000000003,-76.673570999999995,"541213",TRACY,ROBERT,JOHN
FRESH START,3252 W Baltimore St Baltimore MD 21229,39.286008000000002,-76.671766000000005,"624410",ADAMS,JORDAN,NULL
EDDIE ROBERT WILLIAMS SR,3540 W Franklin St Baltimore MD 21229,39.292827000000003,-76.675693999999993,"999990",JICHA,JEREMY,NULL
BJ'S MINI MARKET,2169 Hollins St Baltimore MD 21223,39.286797999999997,-76.650953000000001,"445120",VOSS,ANTHONY,NULL
UNITY PROGRESSIVE MEMORIAL CHURCH OF GOD,2335 W Lexington St Baltimore MD 21223,39.290135999999997,-76.653497000000002,"813110",HAYAKAWA,DIANE,JANICE
M & G CUSTOMS,3170 Stafford St Baltimore MD 21229,39.279780000000002,-76.669430000000006,"811121",ROLEN,GEORGE,JAMES
NEW LIFE FELLOWSHIP CHURCH OF CHRIST,3613 W Mulberry St Baltimore MD 21229,39.291595000000001,-76.677480000000003,"813110",GONZALES,IMOGENE,TIFFANY
WILL PERFECT PAINTING LLC,56 S Culver St Baltimore MD 21229,39.285643000000000,-76.678067999999996,"238320",FIELDER,MARY,IDA
C AND E TRUCKING LLC,820 S Caton Ave Baltimore MD 21229 USA,39.274419000000002,-76.672038999999998,"484110",HALL,SARA,JENNIFER
"TARTARUGA, LLC",1870 W Fayette St Baltimore MD 21223,39.289653000000001,-76.646628000000007,"999990",HASSEL,PEGGY,NULL
SEAPRIDE CRAB HOUSE,205 S Monroe St Baltimore MD 21223 USA,39.284833999999996,-76.646555000000006,"445220",COFFEY,THOMAS,ALAN
JERICHO HOUSE OF PRAISE,646 Linnard St Baltimore MD 21229,39.294612999999998,-76.676642999999999,"999990",LAM,KENNETH,NULL
DADS DELIVERY LLC,820 S Caton Ave Baltimore MD 21229 USA,39.274419000000002,-76.672038999999998,"484110",WILLIAMS,STEVE,CLARENCE
CONCEPTS IN HEALTHCARE INC,821 N Fulton Ave Baltimore MD 21217,39.297877999999997,-76.645463000000007,"621999",STACKPOLE,DEBRA,NULL
R GREENES HOME REPAIRS AND LAWN CARE,2017 McHenry St Baltimore MD 21223,39.284056999999997,-76.648662000000002,"561730",MUNGIN,JASON,NULL
MRG7 INC,12 N Mt Olivet Ln Baltimore MD 21229,39.286257999999997,-76.668441000000001,"999990",WALLS,MATTIE,NULL
"SCANDIA MANUFACTURING CO., INC.",508 S Brunswick St Baltimore MD 21223,39.278708999999999,-76.659626000000003,"332710",SCIMECA,AGRIPINA,NULL
A-1 AUTOMOTIVE LIGHT TRCK REPR,433 Wellesley St Baltimore MD 21229,39.279986999999998,-76.668015999999994,"811111",DOYLE,WADE,NULL
NICK'S RESTAURANT & DELI,570 S Smallwood St Baltimore MD 21223,39.280878999999999,-76.650814999999994,"722513",HILTON,BERTRAM,DENNIS
ROGUE MOTORS LLC,3165 Stafford St Baltimore MD 21229,39.279111000000000,-76.669428999999994,"441228",REA,SHANNA,NULL
"WATTSLINE, LLC",2318 Arunah Ave Baltimore MD 21216,39.295783999999998,-76.653547000000003,"561990",WELLS,DORA,NULL
CHURCH OF LIVING GOD,101 N Warwick Ave Baltimore MD 21223 USA,39.289470000000001,-76.655373999999995,"813110",HERLONG,MICHAEL,DARREL
"AMAL, LLC",3352 W Baltimore St Baltimore MD 21229,39.286012999999997,-76.672746000000004,"447190",ORTIZ,ELANE,MAXINE
11-Jul,2747 W Franklin St Baltimore MD 21223,39.293002000000001,-76.661798000000005,"445120",MEADE,ASHLEY,NULL
TRUCK DRIVER'S LOCAL UNION #35,2901 Benson Ave Baltimore MD 21223 USA,39.274926999999998,-76.663758000000001,"813930",SMITH,CLEMENT,NULL
MARYLAND HEALTHCARE CLINIC INC,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"621340",SLAUGHTER,JOHN,NULL
STAR INDUSTRIES LLC,134 S Warwick Ave Baltimore MD 21223,39.285370000000000,-76.654358000000002,"339999",FAZZINI,LAURIE,NULL
BROWN'S LIQUORS,610 N Bentalou St Baltimore MD 21216,39.295419000000003,-76.653435000000002,"445310",MOORE,THOMAS,NULL
MOORS TRANSPORTATION LLP,3523 Edmondson Ave Baltimore MD 21229 USA,39.293736000000003,-76.676506000000003,"488999",UTTER,EVELYN,NULL
"WOODS'A ENTREPRENEURS FOR CHILDREN, YOUTH AND FAMILY ASSOCIATION, INC.",2475 Edmondson Ave Baltimore MD 21223,39.294516999999999,-76.655940999999999,"813990",RACHAL,JULIE,NULL
CALIFORNIA AUTO SALES,3316 Strickland St Baltimore MD 21229,39.277700000000003,-76.671888999999993,"441120",YOUNG,MARISELA,MARION
ECHO HOUSE MULTISERVICE CENTER,1711 W Fayette St Baltimore MD 21223,39.289383000000001,-76.644233999999997,"624190",AVERY,LEE,MARIANNE
A & A ART & ANTIQUE GALLERY,2450 Harlem Ave Baltimore MD 21216,39.296425999999997,-76.655646000000004,"453920",SINKHORN,SANDRA,CYTHIA
"PS INVESTIGATIVE SERVICES, INC.",2461 Harlem Ave Baltimore MD 21216,39.296038000000003,-76.655804000000003,"541990",WHITTEN,WILLIAM,NULL
FRIENDS OF DAISY FIELD INC,345 Gwynn Ave Baltimore MD 21229,39.290962000000000,-76.673458999999994,"813990",STOWE,BRUCE,NULL
HAZARDOUS WASTE ENFORCEMENT,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"924110",HUERTA,DON,NULL
"MIRACLE'S HOME CARE, INC.",153 Edgewood St Baltimore MD 21229,39.289506000000003,-76.676700999999994,"621610",SPARACIO,BROOKE,LILY
UNLIMITED SOLUTIONS LLC,972 N Stricker St Baltimore MD 21217,39.299728000000002,-76.641793000000007,"525920",RUIZ,MERCEDES,NULL
WESTSIDE PHARMACY&WELLNESS CT,154 Harmison St Baltimore MD 21223,39.285282000000002,-76.649321999999998,"621999",SHEFFIELD,WILLIAM,MICHAEL
REISTERSTOWN ROAD CITGO TA,2835 Edmondson Ave Baltimore MD 21223,39.294088000000002,-76.663843000000000,"447190",MORA,VIRGINIA,NULL
"KAREN CARRINGTON & ASSOCIATES, LTD",1932 W Fayette St Baltimore MD 21223,39.289622000000001,-76.647559000000001,"561990",CIMINO,MARILYN,ALYSSA
ONE-WAY NETWORK L.L.C.,3508 W Caton Ave Baltimore MD 21229,39.287534999999998,-76.675019000000006,"999990",WIMBERLY,CHRISTINA,LORRAINE
WEST & SON S C & C LLC,2526 W Baltimore St Baltimore MD 21223,39.287868000000003,-76.657199000000006,"999990",GARY,ALLISON,MARIBEL
NCOP SERVICES INC,1044 S Monroe St Baltimore MD 21230,39.275877000000001,-76.644113000000004,"541990",WILMETH,CAMILLE,NULL
LITTLE LANTERN INN,2013 Edmondson Ave Baltimore MD 21223,39.294908000000000,-76.649429999999995,"721191",KELLER,DEMARCUS,NULL
BIG BOYS PIZZA,3170 Stafford St Baltimore MD 21229,39.279780000000002,-76.669430000000006,"722513",FISHMAN,THOMAS,NULL
NEW BREED DETAILING,3855 W Franklin St Baltimore MD 21229,39.292220999999998,-76.680080000000004,"811192",AMRHEIN,CLARICE,NULL
THE REMNANT CHURCH,2723 W Fairmount Ave Baltimore MD 21223,39.288187000000001,-76.659712999999996,"813110",SCHOEN,CATHY,NULL
BEST HEATING & AIR CONDITIONING,3199 Opel Ln Baltimore MD 21229,39.283807000000003,-76.668960999999996,"238220",FREITAG,NATHAN,GARY
LAWRENCE AVE PARTNERSHIP,211 S Pulaski St Baltimore MD 21223,39.284835000000001,-76.649687999999998,"493120",MONGER,KRISHNA,NULL
ABUNDANT LIFE INTERNATIONAL MINISTRIES INC,1922 W Pratt St Baltimore MD 21223 USA,39.285390999999997,-76.647548999999998,"813110",GALANTI,AURELIA,SHELLY
THE SHIPLEY HILL ORGANIZATION FOR THE PE,2742 W Fairmount Ave Baltimore MD 21223,39.288531999999996,-76.659999999999997,"541330",SCHWARTZ,WILLIAM,JAMES
"MARY'S POTTERY, INC",3316 Strickland St Baltimore MD 21229,39.277700000000003,-76.671888999999993,"423220",BLASINGAME,THOMAS,NULL
ZULFIQAR ALI MD,519 Denison St Baltimore MD 21229,39.293005000000001,-76.673868999999996,"621111",LOVE,MARK,THOMAS
BARBARA ROBERTS AND CHRISTOPHER LESTER,129 S Monastery Ave Baltimore MD 21229 USA,39.285007999999998,-76.679485000000000,"999990",DROMGOOLE,MARY,NULL
DEPENDABLE TRANSFER LLC,934 N Warwick Ave Baltimore MD 21216,39.298766999999998,-76.656875999999997,"999990",DUCRE,HUGO,NOEL
SPRINGER LIQUORS,477 S Pulaski St Baltimore MD 21223,39.281457000000003,-76.649130999999997,"445310",WATSON,CALVIN,JORGE
JOSEPH MOULDEN,2712 Edmondson Ave Baltimore MD 21223,39.294741999999999,-76.661841999999993,"561990",SCHMIT,ROY,NULL
"P.L.S. CONSTRUCTION, INC.",3638 Harlem Ave Baltimore MD 21229,39.295400999999998,-76.677751999999998,"236115",ROATH,GWENDOLYN,DEBRA
DARRELL L HUNTER FUNERAL SER,248 Fredhilton Pass Baltimore MD 21229,39.281661000000000,-76.672838999999996,"812210",LIAN,RONALD,NULL
DEJANAES GROCERY AND DELI,114 S Catherine St Baltimore MD 21223 USA,39.285116000000002,-76.656239999999997,"722513",MILLER,PATRICIA,JUDITH
SWEET FELLOWSHIP BAPTIST CHURCH,772 N Payson St Baltimore MD 21217,39.297324000000003,-76.649366000000001,"813110",GARCIA,PATRICK,BARRY
AA AFFORDABLE TRANSPORTATION LLC,63 S Franklintown Rd Baltimore MD 21223,39.287250999999998,-76.658496000000000,"488999",STEPHENS,MARION,RUFUS
PRICELESS AUTO RENTAL,200 N Warwick Ave Baltimore MD 21223 USA,39.290520999999998,-76.656279999999995,"532490",SUCHARSKI,JENNIFER,RUTH
SAINT JAMES COUNSELING CENTER,114 S Monroe St Baltimore MD 21223,39.285812999999997,-76.646963000000000,"622210",WALSH,PHIL,NULL
4 SURE ENTERTAINMENT LLC,480 Wellesley St Baltimore MD 21229,39.279451000000002,-76.668380999999997,"711510",TREJO,JACQUELINE,TAMMY
A STEP FORWARD,1826 Rayner Ave Baltimore MD 21217,39.297131000000000,-76.646613000000002,"622210",MURPHY,RONALD,NULL
ELMER BOWEN EMPLOYEE,2253 Wilkens Ave Baltimore MD 21223,39.280316999999997,-76.651178999999999,"999990",GERTLER,LAUREN,NULL
TAG PLANET & TITLE,3008 Wilkens Ave Baltimore MD 21223 USA,39.276085999999999,-76.665654000000004,"541191",WOOD,COURTNEY,NULL
MARYLAND PSYCHIATRIC RES CTR,3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"611310",GALLEGOS,ERASMO,DAVID
HOUSE CALLS CLEANING SERVICES,3067 W Lanvale St Baltimore MD 21216,39.296883999999999,-76.667714000000004,"561790",ARAGON,IRENE,NULL
"DOUBLE O TWO, INC.",859 McKean Ave Baltimore MD 21217,39.298293999999999,-76.646563999999998,"999990",NOLLEY,SUSANNAH,LOUISE
ST ELIZABETH REHAB,1755 W Baltimore St Baltimore MD 21223,39.288100999999997,-76.644774999999996,"561990",MAYNARD,JEAN,NULL
MARION BUTLER MILAM,490 Brunswick St Baltimore MD 21223 USA,39.279218999999998,-76.659542999999999,"999990",HENSLER,MARCI,NULL
RYKOFF SEXTON INC,2720 Wilmarco Ave Baltimore MD 21223,39.274194999999999,-76.658921000000007,"424410",STRUTHERS,NORMAN,PAUL
D S TECHNICAL SERVICES,649 S Brice St Baltimore MD 21223,39.280287000000001,-76.647604999999999,"999990",WEANT,RICHARD,NULL
MARYLAND BEVERAGE ASSOC CDCI,424 Allendale St Baltimore MD 21229,39.291960000000003,-76.678504000000004,"561499",HAMPTON,BRITTNEY,NULL
WOODEN AND SONS DRYWALL AND PAINT L.L.C.,2851 W Lafayette Ave Baltimore MD 21216 USA,39.297930999999998,-76.664277999999996,"424950",GUSTAFSON,ELSIE,NULL
INDEPENDENT TAXI CAB,3379 Frederick Ave Baltimore MD 21229,39.280814999999997,-76.673803000000007,"485310",PAEZ,MARY,NULL
ST THOMAS LUTHERAN CHURCH STUD,357 S Pulaski St Baltimore MD 21223,39.283285999999997,-76.649591000000001,"813110",HILL,WARREN,RAYMOND
DOWNTOWN TAXI CAB INC,12 S Warwick Ave Baltimore MD 21223,39.287438000000002,-76.655687000000000,"485310",DOUGLAS,CHRISTINA,LAURA
GOT IT GIZMO,470 S Pulaski St Baltimore MD 21223,39.281328000000002,-76.649493000000007,"334210",BAILEY,KENNETH,NULL
CARVER VOTECH HIGH SCHOOL,2568 W Lanvale St Baltimore MD 21216,39.297072999999997,-76.657515000000004,"611110",VALES,JULIE,NULL
WHODAT TRIBE INC.,748 Denison St Baltimore MD 21229,39.296019000000001,-76.673739999999995,"611699",BUCHANAN,MICHAEL,ALAN
BEFORE N AFTER CLEANING SERVICE,3110 Piquett Ln Baltimore MD 21229,39.282032000000001,-76.668267999999998,"561720",ARREOLA,DIRK,NULL
K & C VENDING SERVICES LLC,1058 Mt Holly St Baltimore MD 21229,39.299092999999999,-76.680267999999998,"454210",EASTMAN,TERESSA,NULL
GRANT TWO SPOT,34 Wheeler Ave Baltimore MD 21223,39.288466999999997,-76.654555000000002,"722410",BIVENS,LUCILLE,NULL
FRS CONSTRUCTION,2119 McHenry St Baltimore MD 21223,39.283968999999999,-76.650110999999995,"236115",DEJONGE,FRANCINE,NULL
CNK FAMILY DAYCARE,306 N Franklintown Rd Baltimore MD 21223 USA,39.292380999999999,-76.662154999999998,"624410",HANDY,VINCENT,STEVE
TOTAL HEALTH ADMIN WESTSIDE,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"621999",DAMBROSIA,JOSEPH,NULL
CITY OF BALTIMORE,3201-3235 MD-144 Baltimore MD 21229,39.280456000000001,-76.670001999999997,"922160",YOUNG,THOMAS,JEFF
LAMBROS & HAMMERBACH,166 Willard St Baltimore MD 21223,39.284649000000002,-76.654904999999999,"451110",COOK,KRISTA,ANN
"STEP FORWARD, INCORPORATED, A",806 N Fulton Ave Baltimore MD 21217 USA,39.297877000000000,-76.645983999999999,"622210",BINDER,SEAN,MICHAEL
TATE'S TRANSPORTATION LLC,1780 W Lafayette Ave Baltimore MD 21217,39.298957000000001,-76.645516999999998,"485999",GARNER,EDWARD,WILLIE
"ACE IN THE HOLE BAIL BONDS, INC",654 Poplar Grove St Baltimore MD 21216,39.294856000000003,-76.665212999999994,"541990",PARSONS,MARY,BARB
